"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
9,1,6,2016,12.80798709,5.988425932,0.968713406,0.662321962,1.393402313,0.900218691,1.091625731,1.189172517,0.983894972,0.234053319,0.286508569,0.541875781,0.466667218,1.978172866,NA,16.77,NA,388.1,NA,1317.350468,20.6459234,22.9,40.91144621,26.5,NA,3.26469322,0.82838435,0.466667218,0.234053319
10,30,5,2016,10.50031999,5.382943916,0.967010917,0.674943295,1.31863462,0.911405997,1.308721915,1.480646312,1.301026587,0.327712499,0.339388674,0.837584872,0.406390475,2.613136187,0.0346,8.81,8.2,495,NA,1715.688684,12.8505621,27.7,43.76975187,5.092,NA,4.090394814,1.176973546,0.406390475,0.327712499
11,30,5,2016,5.509281557,2.318249547,1.126745817,0.684461306,1.311213345,0.89476163,0.439033172,0.468923018,0.543654752,0.083021117,0.093159466,0.359289965,0.209072148,2.301770973,0.791,9.31,8.47,241.5,NA,280.19773,11.2409004,24.8,19.24364519,0.514666667,NA,1.451610942,0.452449431,0.209072148,0.083021117
12,31,5,2016,2.841804514,1.941687126,0.893685222,0.639508038,1.478317161,0.945474425,0.42360883,0.389133419,0.331224049,0.091449185,0.109726296,0.190491301,0.075552557,2.747132412,0.1725,0.34,NA,470,NA,1225.790562,7.6536545,13.7,8.179236153,0.341333333,NA,1.143966298,0.300217597,0.075552557,0.091449185
13,31,5,2016,5.436259949,4.704075189,0.93157846,0.596058676,1.328586134,0.925323966,0.983677937,0.919780224,0.733262507,0.303856716,0.232113959,0.322426279,0.224934527,3.478275268,0.1966,9.73,NA,457.7,NA,1313.930127,8.8723983,19.8,16.154831,1.712,NA,2.636720668,0.554540238,0.224934527,0.303856716
14,6,6,2016,8.878641377,3.984960044,1.017837728,0.750625867,1.351273734,0.885129033,0.904503292,0.956087405,0.903680558,0.203502024,0.254170805,0.856341805,0.400883361,2.321046982,NA,7.01,NA,832,NA,780.356876,17.7025421,22.5,88.94942209,17.85333333,NA,2.764271255,1.11051261,0.400883361,0.203502024
15,1,6,2016,21.78803243,17.28494669,0.860587906,0.593264866,1.348647885,0.942973249,4.254276358,4.053173286,5.146749539,1.094693928,0.964777021,2.5328675,0.734134909,3.595321462,0,290,NA,1256,NA,2564.196442,73.1898784,26,151.6246891,8.001333333,NA,13.454199183,3.497644521,0.734134909,1.094693928
16,1,6,2016,7.030065965,4.551154131,0.917388308,0.650791626,1.282509082,0.925693064,0.992962328,0.992683529,0.965055149,0.282789974,0.252780066,0.584379018,0.246347902,2.896275762,0.2002,2.83,NA,567,NA,1328.400802,30.9707531,23.1,53.05924529,4.350666667,NA,2.950701006,0.837159084,0.246347902,0.282789974
17,1,6,2016,30.04131697,29.1401247,0.887762733,0.541624919,1.352670738,0.961831649,5.976718724,4.104666638,10.04841947,1.355731455,0.898304395,4.342196104,0.514984862,4.165582165,NA,3.89,NA,637,NA,1313.667024,56.4723925,23.5,140.5833309,7.690666667,NA,20.129804832,5.240500499,0.514984862,1.355731455
18,1,6,2016,6.734293899,3.54693937,1.02215099,0.727543352,1.486114305,0.910946755,0.620409936,0.627201436,0.603327351,0.13633677,0.185524448,0.409459398,0.223421495,2.279899796,0.2973,10.76,NA,525,NA,1029.515589,18.4843778,23.5,35.21788573,3.313333333,NA,1.850938723,0.594983846,0.223421495,0.13633677
19,1,6,2016,11.45029196,4.764831339,1.077229543,0.690180847,1.450622182,0.895481369,0.880188252,1.043685484,0.947378786,0.189062535,0.298800949,0.60964361,0.397429133,2.13137174,NA,11.12,NA,357.1,NA,891.386419,17.8635083,23.6,37.40771668,4.024,NA,2.871252522,0.908444559,0.397429133,0.189062535
22,30,5,2016,5.908712057,4.064412199,0.971530999,0.625030999,1.330990858,0.920756483,0.609471736,0.577529393,0.542746333,0.135204938,0.1255253,0.279930684,0.147605714,2.90065253,NA,8.64,7.81,121.3,NA,202.056085,8.3205143,22.5,11.82127079,1.164,NA,1.729747462,0.405455984,0.147605714,0.135204938
23,30,5,2016,6.619117861,4.284049556,0.917095153,0.639061428,1.421171499,0.930532095,1.039826032,1.029786559,0.724702851,0.317547662,0.270599832,0.41122538,0.204583034,2.883569226,0.0634,8.57,8.23,426.7,NA,157.854751,11.2409004,18.9,11.93652505,3.030666667,NA,2.794315442,0.681825212,0.204583034,0.317547662
24,6,6,2016,5.964917964,2.776603027,1.095678823,0.703614966,1.252504205,0.874787613,0.471611561,0.506131713,0.476422945,0.122898573,0.108291209,0.342442222,0.239115298,2.375029227,NA,9.9,NA,208.6,NA,300.193571,12.8505621,21.2,NA,8.944,NA,1.454166219,0.450733431,0.239115298,0.122898573
27,6,6,2016,3.496925819,2.257013736,0.944755365,0.668845491,1.495594051,0.902915534,0.559808391,0.561137324,0.418988273,0.148458569,0.161832983,0.236193714,0.16929026,2.724757757,1.0529,10.21,NA,541,NA,1183.957156,12.1147167,15.2,9.86194836,1.892,NA,1.539933988,0.398026697,0.16929026,0.148458569
28,6,6,2016,3.108321866,2.069885409,0.967855986,0.623829774,1.439987259,0.939874092,0.494797465,0.439926656,0.349953936,0.111698456,0.142675664,0.238115631,0.09195534,2.716929153,0.663,9.95,NA,459,NA,736.418645,9.8611904,15.5,27.21924003,14.01333333,NA,1.284678057,0.380791295,0.09195534,0.111698456
29,30,5,2016,16.12920333,13.11712227,0.918345677,0.579954836,1.357206487,0.952659527,3.055962825,2.898857575,3.64668494,0.757916908,0.642665179,1.803518871,0.389579031,3.578854964,0.0014,5.85,7.98,645,NA,1201.848172,16.4148128,22.6,38.00703884,1.086666667,NA,9.60150534,2.44618405,0.389579031,0.757916908
31,1,6,2016,11.90984435,8.686581946,1.002209715,0.644398273,1.311292223,0.929802682,1.772529821,1.836257648,1.749551967,0.40938505,0.405217175,1.037917602,0.425524159,3.189626236,0.1434,11.22,NA,541,NA,551.457109,13.0115282,23.4,17.49178042,1.122666667,NA,5.358339436,1.443134777,0.425524159,0.40938505
32,6,6,2016,7.104700037,3.9669569,0.936134221,0.710393656,1.400861769,0.932493249,1.031936952,0.927043574,0.871929638,0.256020945,0.287830962,0.706254578,0.212779712,2.60459106,0.6743,9.16,NA,625,NA,1915.910205,18.3923971,20.9,52.85178762,4.342666667,NA,2.830910164,0.99408554,0.212779712,0.256020945
34,6,6,2016,5.84352242,2.927108837,0.978918031,0.805620715,1.376647571,0.946533276,0.736957591,0.78990439,0.623869202,0.140067608,0.239761929,0.597804763,0.208461777,2.249718994,0.1064,9.03,NA,675,NA,1250.522261,14.9661174,22.8,30.83822382,8.625333333,NA,2.150731183,0.837566692,0.208461777,0.140067608
35,6,6,2016,8.168005221,5.182462861,0.94175914,0.6491376,1.31491057,0.939006707,1.262300303,1.199147581,1.260364631,0.251980636,0.311697657,0.992831721,0.260909344,2.832583354,0.2972,9.02,NA,756,NA,1001.363548,30.6028304,20.5,109.4416297,36.94666667,NA,3.721812515,1.304529378,0.260909344,0.251980636
36,30,5,2016,8.050525662,3.052254799,0.884938183,0.64368555,1.411459668,0.844502669,0.56863519,0.686073636,0.536766777,0.111480782,0.15811627,0.195458337,0.402716251,1.724651596,0.0126,3.72,7.8,764,NA,1051.616256,39.9158728,22.9,31.50669853,0,NA,1.791475603,0.353574607,0.402716251,0.111480782
37,31,5,2016,2.111127728,1.401294137,0.983549151,0.663768007,1.681541709,0.939539112,0.250721578,0.233472954,0.25700276,0.015068174,0.046449194,0.140814654,0.067729744,2.616997277,0.3838,11.62,NA,444,NA,1428.906217,14.7361657,18.5,20.58059461,1.492,NA,0.741197292,0.187263848,0.067729744,0.015068174
38,1,6,2016,8.14128438,7.061817848,0.911646802,0.571006236,1.337539948,0.944458569,1.370070182,1.289290068,1.299071554,0.349608899,0.284434718,0.502606644,0.254381759,3.452037356,0.036,5.17,NA,430.5,NA,478.840631,44.3309447,17.8,62.60229808,2.489333333,NA,3.958431804,0.787041362,0.254381759,0.349608899
39,6,6,2016,7.692328184,4.618836816,0.944168218,0.696927214,1.483482104,0.922103872,1.207082106,1.203116715,1.029458087,0.316517326,0.363901814,0.647901969,0.311430909,2.723617868,0.0374,6.53,NA,615,NA,506.729568,21.9796431,19.9,73.71280882,14.23733333,NA,3.439656908,1.011803783,0.311430909,0.316517326
40,6,6,2016,4.825135891,2.672344136,0.966706446,0.696220477,1.337747298,0.90502471,0.564526222,0.571807779,0.520151444,0.099775718,0.154346113,0.325358568,0.192409164,2.476683687,1.2775,9.91,NA,507,NA,1444.692408,10.2751034,19.6,25.90534146,7.322666667,NA,1.656485445,0.479704681,0.192409164,0.099775718
41,6,6,2016,6.583873993,3.030411916,0.962342761,0.781283025,1.451008205,0.900708118,0.868636146,0.788717609,0.964441422,0.192845121,0.279033269,1.616175093,0.368112646,2.330168497,0.543,10.11,NA,1385,NA,2291.88465,15.7019627,21.9,89.29518487,30.432,NA,2.621795177,1.895208362,0.368112646,0.192845121
42,6,6,2016,6.708494466,3.367274026,1.022703735,0.789528618,1.53471523,0.901117436,0.706263024,0.697883907,0.616376227,0.127951277,0.23189792,0.78028592,0.2516324,2.155915259,NA,15.55,NA,987,NA,1537.830934,18.2544261,23.3,39.78195445,2.225333333,NA,2.020523158,1.01218384,0.2516324,0.127951277
43,1,6,2016,4.161721911,2.380140227,0.975094637,0.614455778,1.310458895,0.89764128,0.436793428,0.417429521,0.280142324,0.137958849,0.114246614,0.15654963,0.154695591,2.226591861,0.3689,8.46,NA,364.8,NA,337.817326,15.6559724,17.9,32.01381728,7.946666667,NA,1.134365273,0.270796244,0.154695591,0.137958849
44,31,5,2016,4.406125464,3.045100378,0.930925934,0.581584706,1.135281267,0.92131487,0.649560912,0.652561234,0.494166729,0.168626922,0.161817023,0.288689546,0.157916756,2.967180522,0.1698,9.74,NA,423.4,NA,437.533432,7.5616738,15.7,13.29652533,0.645333333,NA,1.796288875,0.450506569,0.157916756,0.168626922
45,31,5,2016,4.529133473,2.809459499,0.948617958,0.723509525,1.350877129,0.911257598,0.558551177,0.546377984,0.454084875,0.162049037,0.145758793,0.295465582,0.16026704,2.613929385,0.4939,11.95,NA,497.8,NA,625.915309,12.2066974,22.3,28.76364712,3.644,NA,1.559014036,0.441224375,0.16026704,0.162049037
46,31,5,2016,6.480676263,3.215925156,1.016013629,0.696740397,1.455388968,0.900699143,0.519397356,0.569842524,0.480697383,0.133108214,0.13639229,0.324449035,0.205226525,2.136341785,0.2293,5.57,NA,373,NA,1244.997094,36.765535,24.3,63.50128132,6.341333333,NA,1.569937263,0.460841325,0.205226525,0.133108214
47,31,5,2016,5.97228923,3.300529718,0.842218081,0.723282987,1.356055157,0.924456925,0.893514103,0.848775789,0.659031643,0.263497658,0.30275247,0.603418606,0.195830099,2.42414364,1.1122,8.78,NA,553,NA,6306.576086,113.661371,23.7,193.415884,17.78933333,NA,2.401321535,0.906171076,0.195830099,0.263497658
48,31,5,2016,4.8039435,2.469957049,0.958089081,0.775427341,1.575515481,0.88363198,0.534517074,0.565876349,0.274034186,0.151327475,0.191190558,0.277315094,0.214516136,2.047133812,0.2942,14.59,NA,496.1,NA,1847.766481,15.196069,24.2,26.8504264,1.212,NA,1.374427609,0.468505652,0.214516136,0.151327475
49,6,6,2016,4.275285485,2.496795622,0.945370504,0.684185236,1.326639635,0.909449368,0.598119591,0.590790793,0.372380505,0.163009792,0.181886453,0.278569946,0.185654982,2.511976251,0.4543,9.88,NA,637,NA,886.650561,12.3216732,15.8,29.91618973,6.618666667,NA,1.561290889,0.460456399,0.185654982,0.163009792
50,30,5,2016,5.576083659,2.397919895,1.122110843,0.677761812,1.297067486,0.889761323,0.443736204,0.450139674,0.417130371,0.120334807,0.104639636,0.318169865,0.184933294,2.187863462,1.2872,8.62,8.26,253.4,NA,147.06752,10.6890164,23.6,16.154831,0.144,NA,1.311006249,0.422809501,0.184933294,0.120334807
51,31,5,2016,5.19784555,3.265367513,1.014079143,0.743800458,1.563138512,0.932619401,0.569648064,0.556847776,0.6268209,0.078282758,0.123060703,0.362073159,0.166356264,2.731390989,0.0374,8.74,NA,424.1,NA,509.097497,19.3581941,22.2,35.21788573,4.453333333,NA,1.75331674,0.485133862,0.166356264,0.078282758
53,31,5,2016,4.897466443,2.85056304,0.931643803,0.740696077,1.461566769,0.928694711,0.73920932,0.688200252,0.542342057,0.168914065,0.237677282,0.519577577,0.172510807,2.501916909,NA,6.75,NA,667,NA,3231.163006,38.0302691,19.2,90.49382919,16.61333333,NA,1.969751629,0.757254859,0.172510807,0.168914065
54,31,5,2016,6.555540688,5.307453292,0.906078334,0.630874218,1.376799431,0.950118501,1.228204612,1.013341727,1.046316287,0.319414795,0.293933104,0.555334733,0.163352407,3.253512364,2.5022,7.24,NA,586,NA,2797.568964,21.4737494,21.1,39.8050053,2.177333333,NA,3.287862626,0.849267837,0.163352407,0.319414795
55,31,5,2016,6.592627372,4.745592957,0.843192098,0.670472699,1.405620204,0.948717699,1.624440978,1.351017967,1.10152196,0.460780566,0.490628249,0.740952709,0.214919999,3.011946118,0.0116,5.31,NA,831,NA,3415.861439,28.9701736,13.6,53.42805893,3.990666667,NA,4.076980905,1.231580958,0.214919999,0.460780566
1,11,5,2017,8.488247274,7.450988433,0.862662489,0.63862488,1.380765767,0.942968691,1.738408549,1.512343459,1.26562291,0.42580213,0.426082345,0.687053994,0.294086503,3.78638788,NA,9.96,7.87,386.6,2.354146086,487.44129,9.700695,11.1,6.683197598,9.986,NA,4.516374918,1.113136339,0.294086503,0.42580213
2,11,5,2017,7.550788506,6.504739622,0.89019908,0.598005629,1.297642712,0.964748286,1.384154542,1.115731506,1.062446042,0.381677128,0.332879852,0.662829376,0.189983725,3.667856859,0.824,11.31,8.18,421.2,4.770393819,1658.014435,10.61712,11,9.99126865,1.665333333,NA,3.56233209,0.995709228,0.189983725,0.381677128
3,8,5,2017,11.42185263,11.22959357,0.819853482,0.546042563,1.303602233,0.957573404,2.512048307,1.968696413,1.635082135,0.667614258,0.513731793,0.628649886,0.256578323,4.109862622,NA,8.57,8.15,268.9,1.316738361,495.437863,7.084845,8.9,NA,0.855333333,NA,6.115826855,1.142381679,0.256578323,0.667614258
4,8,5,2017,6.807571746,5.953612199,0.857475757,0.611647186,1.355271534,0.951165639,1.346624671,1.170268519,1.11521321,0.327827697,0.33136289,0.644209644,0.193483437,3.771014089,NA,11.88,7.63,392,1.021574169,485.82721,4.907,9.8,8.783305391,0.085333333,NA,3.6321064,0.975572534,0.193483437,0.327827697
5,8,5,2017,7.790491409,7.512975111,0.868353333,0.626154636,1.287642009,0.981106713,1.708904249,1.354822034,1.358577438,0.473699474,0.389511872,0.732499054,0.141032971,4.020432138,NA,10.7,7.95,332.9,2.367771296,399.877613,5.391065,9.4,6.180000948,0.168888889,NA,4.422303721,1.122010926,0.141032971,0.473699474
6,26,5,2017,9.972614391,8.786020424,0.849251395,0.607955926,1.391497267,0.920494153,2.050740693,1.833630973,1.40089937,0.534190145,0.542504832,0.694735885,0.480196057,3.692835264,NA,9.52,8.04,524,2.690367147,1910.772332,9.883619,15,17.09361964,2.246666667,NA,5.285271036,1.237240717,0.480196057,0.534190145
7,26,5,2017,14.17943891,14.16783549,0.832643022,0.579340772,1.359578786,0.954631173,3.650811577,2.877975715,2.59659286,1.057674107,0.825128953,1.11684427,0.392867771,4.080544571,0.3057,6.56,7.68,467,2.313645554,664.942464,9.991269,14.7,11.62295234,3.360666667,NA,9.125380152,1.941973223,0.392867771,1.057674107
8,11,5,2017,12.49707169,11.79067575,0.833710563,0.590273404,1.298486197,0.954871659,3.043294956,2.384199591,2.354583576,0.86771691,0.656563258,1.075493047,0.341124614,4.025947012,0.9287,5,7.62,411,2.112521313,727.77686,6.35532,10.2,8.63446941,0.964666667,NA,7.782078123,1.732056305,0.341124614,0.86771691
9,11,5,2017,8.371151029,7.330946655,0.836530973,0.638313223,1.336723043,0.955973869,1.761646942,1.442893545,1.486896376,0.437835028,0.411527576,0.785179189,0.235608968,3.75155419,NA,10.02,7.93,473,1.040311382,3194.625549,4.974682,11.1,7.2538309,1.702666667,NA,4.691436863,1.196706765,0.235608968,0.437835028
10,26,5,2017,10.42102413,8.612067998,0.82969294,0.612448406,1.406326646,0.921454732,2.416687076,2.180843107,1.798546017,0.636628235,0.637930645,0.782110475,0.560055898,3.603417031,1.0648,9.82,8.09,524,1.647138121,2169.278954,6.947022,15.1,13.87212979,3.631034483,NA,6.3960762,1.42004112,0.560055898,0.636628235
11,26,5,2017,5.478184954,3.76138177,0.93189176,0.620340443,1.285471669,0.934767355,0.723042843,0.68606938,0.78225857,0.145427125,0.159718577,0.500442245,0.18985886,3.293730653,NA,9.88,8.1,305.3,1.84998821,303.204564,7.376104,17.3,16.40624427,3.133333333,NA,2.191370793,0.660160822,0.18985886,0.145427125
12,26,5,2017,6.049890155,5.93694847,0.790639087,0.616019741,1.427018004,0.923528345,1.622448673,1.324861252,0.793736179,0.434753887,0.45580258,0.326029495,0.340123209,3.874227978,1.0602,9.98,8.14,388.3,3.21198166,667.219611,8.694862,12.6,14.8639679,5.405333333,NA,3.741046104,0.781832075,0.340123209,0.434753887
13,26,5,2017,9.112179776,9.99757454,0.818795855,0.560839311,1.402066805,0.95401426,2.053361554,1.624369683,1.138990371,0.559927984,0.477011768,0.459091882,0.248345269,4.237885657,1.2678,9.09,7.82,226.5,2.791792191,562.557403,17.334684,15.7,15.18702361,4.584,NA,4.816721608,0.93610365,0.248345269,0.559927984
14,15,5,2017,6.304057888,4.516794943,0.889324249,0.691336966,1.383735907,0.917058536,1.071364302,0.996698957,0.890063497,0.228601223,0.320625378,0.732844533,0.319536621,3.172506185,NA,16.03,8.36,686,3.298969512,NA,19.224684,14.8,42.12401565,22.45340909,NA,2.958126756,1.053469911,0.319536621,0.228601223
15,11,5,2017,12.03880793,11.81944844,0.811066865,0.597806216,1.374310446,0.961562364,3.443124917,2.668668954,3.061366709,0.980190228,0.852171601,1.72413768,0.327018615,4.139165903,0.2255,7.65,7.6,920,5.329151107,1160.888719,13.455803,11.2,20.09429646,1.902,NA,9.17316058,2.576309281,0.327018615,0.980190228
16,11,5,2017,9.440859674,7.616335788,0.83204352,0.642773277,1.314402068,0.952050724,2.09777244,1.819685355,1.674262399,0.508899683,0.544986026,1.050379782,0.303311301,3.584128494,1.3657,8.86,7.89,601,6.038923879,944.191683,14.617236,11.3,18.1017049,2.218,NA,5.591720194,1.595365808,0.303311301,0.508899683
17,11,5,2017,22.10936662,21.15058335,0.834993905,0.555132622,1.313336594,0.960359883,4.717775384,3.18029204,4.470733116,1.360283273,0.886552323,1.916573273,0.417930178,4.015379232,NA,8.39,7.93,363.4,2.248435248,903.318987,10.751231,12.7,13.09817322,0.301333333,NA,12.36880054,2.803125596,0.417930178,1.360283273
18,11,5,2017,7.25253748,5.964777906,0.835390118,0.698049567,1.682417372,0.932973292,0.382485275,0.295711056,0.555857584,0.050609182,0.11755049,0.409187992,0.141960012,3.59998896,2.3122,9.69,8.01,545,2.021912023,1154.894642,7.394109,10.9,22.45120409,3.442,NA,1.234053915,0.526738482,0.141960012,0.050609182
19,11,5,2017,8.086676031,6.033559467,0.909665477,0.643214808,1.278109589,0.950589025,1.275715475,1.096023742,1.15266121,0.335458962,0.289579816,0.712077917,0.258878811,3.411884312,NA,12.65,8.03,430.1,1.251733058,2141.303676,7.407235,12.4,14.79255546,2.082,NA,3.524400427,1.001657733,0.258878811,0.335458962
22,8,5,2017,5.44127691,5.817620433,0.860458318,0.540191069,1.27052403,0.934102509,0.924027779,0.80710614,0.590475004,0.219179472,0.176749385,0.167862598,0.183620091,4.117124552,NA,11.92,7.41,78.7,1.900645547,299.577547,3.046171,7.7,11.41766133,11.83666667,NA,2.321608923,0.344611983,0.183620091,0.219179472
23,8,5,2017,5.985014676,4.729857555,0.847535542,0.570177192,1.29198347,0.946440138,1.212991013,1.040050659,0.699460667,0.350381593,0.294065118,0.39812573,0.168644703,3.546791518,1.0589,10.75,7.95,330.3,1.988231625,199.31796,2.695532,7.4,3.002340886,0.242,NA,2.952502339,0.692190848,0.168644703,0.350381593
24,27,5,2017,5.377619943,3.525484716,0.974024121,0.651431909,1.315541629,0.795481671,0.703746059,0.798990431,0.610369754,0.237563146,0.18336937,0.074936021,0.571120401,3.071478361,NA,9.94,7.95,203,2.154263342,447.888041,4.799362,17.6,10.40957606,0.662666667,NA,2.113106244,0.258305391,0.571120401,0.237563146
27,15,5,2017,4.245919167,3.142177369,0.83966366,0.669638938,1.503833076,0.936910045,0.908688948,0.765840437,0.66108378,0.235441981,0.247524095,0.473346977,0.120184497,3.317799036,1.4805,11.12,8.4,530,1.832798664,1167.831364,4.380959,9.9,6.817308587,1.388,NA,2.335613165,0.720871072,0.120184497,0.235441981
28,15,5,2017,2.88484751,1.895013759,0.858845955,0.691591499,1.213638578,0.936538074,0.483823037,0.426395277,0.369338466,0.094836367,0.134351918,0.262565124,0.094153396,2.975867067,0.7289,11.14,8.43,307.9,2.550923161,992.324123,3.29374,10.4,48.93555861,4.468,NA,1.27955678,0.396917042,0.094153396,0.094836367
29,8,5,2017,10.22388125,9.866085717,0.845474618,0.555804164,1.304431537,0.958435333,2.26171207,1.802579361,1.914680919,0.617638233,0.492477918,0.892470272,0.257265257,4.045734425,1.0589,11.25,8.02,374.7,2.20719682,518.769294,9.858812,3.8,7.887049739,0.808,NA,5.97897235,1.38494819,0.257265257,0.617638233
31,11,5,2017,8.713485347,7.523743317,0.892223773,0.583185598,1.324194132,0.932507624,1.48132971,1.395849523,1.246332529,0.314753298,0.352847769,0.657155924,0.308168825,3.721548398,NA,8.71,7.71,414.5,0.96480364,640.028722,7.68903,11.2,9.298361876,0.420666667,NA,4.123511762,1.010003693,0.308168825,0.314753298
32,15,5,2017,7.477775553,5.079988728,0.830661058,0.716016291,1.329437631,0.941969967,1.63632284,1.403556142,1.416999698,0.366308252,0.449592981,0.988236603,0.279282209,3.251179223,1.5596,9.94,8.1,660,3.224164876,2350.414964,5.915287,14.1,21.06200783,9.362,NA,4.45687868,1.437829584,0.279282209,0.366308252
34,15,5,2017,3.699700995,2.027774852,0.825213368,0.753166176,1.543273846,0.98313816,0.556470091,0.519077596,0.495508209,0.081437336,0.180636903,0.494570833,0.095607691,2.679843194,0.4724,11.76,8.21,487,1.65326754,2407.168118,4.705342,14,12.74923665,3.342666667,NA,1.571055896,0.675207736,0.095607691,0.081437336
35,15,5,2017,7.993687836,5.926576802,0.835935956,0.672044072,1.280165176,0.936366204,1.658521285,1.428941525,1.426257691,0.420302854,0.438467149,0.860564593,0.362387892,3.40717588,1.1386,13.39,8.37,730,3.10447746,2177.418588,7.407235,14.3,16.6991515,4.476666667,NA,4.513720501,1.299031742,0.362387892,0.420302854
36,27,5,2017,10.15239157,9.033005596,0.827921667,0.580181432,1.347734276,0.952511021,0.921122543,0.857894262,0.761397534,0.285273352,0.301427116,0.722900774,0.349723915,3.797286739,0.2793,11.62,7.69,420.8,5.182525374,543.713815,12.776385,7.5,22.41893961,1.4624,NA,2.540414339,1.02432789,0.349723915,0.285273352
37,14,5,2017,2.58261598,1.721957302,0.908383693,0.689179752,1.472582227,0.902956349,0.458721263,0.399019082,0.329519388,0.082904069,0.130289921,0.245004014,0.073902568,3.108533623,0.4054,11.17,8.24,459,6.010226731,1065.597378,28.657774,12.5,8.693679826,2.418,NA,1.187259733,0.375293935,0.073902568,0.082904069
38,11,5,2017,11.2152122,11.35624061,0.846243724,0.566406347,1.309707034,0.985269439,2.516416325,1.846652899,2.177911787,0.605342696,0.477420197,0.940753619,0.11514661,4.193386712,0.9444,9.15,7.83,377.7,4.347550466,516.682386,10.374159,11.9,12.50276635,0.744666667,NA,6.540981011,1.418173816,0.11514661,0.605342696
39,15,5,2017,5.863913764,4.352237643,0.846115324,0.66114119,1.3662792,0.94947662,1.136123297,1.01575166,0.970817677,0.257648909,0.327569816,0.673943524,0.184085205,3.334390972,0.1088,11.33,8.18,622,3.643070833,822.264973,9.445321,13.4,14.28851283,2.118,NA,3.122692634,1.00151334,0.184085205,0.257648909
40,15,5,2017,4.19976947,2.754902557,0.860213517,0.765320885,1.402456585,0.921764383,0.710612256,0.647305699,0.497492197,0.208824984,0.217313285,0.420408721,0.167962918,3.061854805,1.1933,0.4583333,8.42,527,2.027290715,2340.289769,9.701967,12.7,10.50859752,2.871333333,NA,1.855410152,0.637722006,0.167962918,0.208824984
41,15,5,2017,5.958279562,3.658509085,0.922947137,0.749422542,1.325702887,0.897268978,1.42417699,1.281727798,0.673562708,0.430471214,0.435480013,0.45875593,0.230365543,2.856307408,0.3307,12.69,8.32,624,2.565884088,1670.807008,8.200739,15.3,17.88030026,6.164,NA,3.379467496,0.894235943,0.230365543,0.430471214
42,15,5,2017,3.941960396,2.259386022,0.860813993,0.806778641,1.456935499,0.889155111,0.707755607,0.704176021,0.438015663,0.209912207,0.277530195,0.574857738,0.270794841,2.679982607,NA,11,7.89,810,3.433617855,NA,8.469616,14.6,12.68201748,2.366,NA,1.849947291,0.852387933,0.270794841,0.209912207
43,11,5,2017,4.679175277,3.911562184,0.854677368,0.610107944,1.34640186,0.942570065,0.921055978,0.785896788,0.698727159,0.219912525,0.229083538,0.417213783,0.152505016,3.571209337,0.8522,10.64,8.18,399.7,2.59577086,402.964215,7.398456,11.3,10.25949063,2.424666667,NA,2.405679925,0.646297321,0.152505016,0.219912525
44,26,5,2017,5.048278326,4.383218425,0.864837666,0.615008142,1.295419215,0.925886995,1.070552682,0.948721495,0.667514965,0.270512357,0.277345205,0.368707741,0.226401843,3.660413046,0.5128,9.28,8.05,377.1,2.081816882,369.268618,3.944681,14.6,15.2089385,6.871333333,NA,2.686789142,0.646052946,0.226401843,0.270512357
45,17,5,2017,4.530394165,3.253741054,0.857777711,0.643953188,1.508497225,0.932468914,0.878227745,0.777258472,0.641163171,0.208643597,0.246269545,0.423083083,0.176053216,3.172041101,0.5859,9.71,8.27,510,4.30689855,608.985141,6.027319,13.1,15.03468857,3.126,NA,2.296649388,0.669352628,0.176053216,0.208643597
46,17,5,2017,4.03790113,3.032236599,0.825975983,0.682339807,1.400068992,0.913169399,0.544583795,0.468645727,0.490617838,0.08351412,0.125718717,0.298761946,0.184416139,3.082209333,0.3479,9.58,8.51,322.3,7.264495664,1472.561256,11.763355,16.7,17.96992583,4.317333333,NA,1.50384736,0.424480663,0.184416139,0.08351412
47,18,5,2017,4.934720613,3.339597542,0.83770949,0.722680781,1.561247572,0.96025565,0.974812109,0.816050873,0.816787982,0.203420572,0.272620833,0.611027521,0.151345652,3.121583381,NA,8.13,8.19,554,17.40704074,2481.168584,27.246883,13.2,35.36059733,7.168,NA,2.607650964,0.883648354,0.151345652,0.203420572
48,18,5,2017,2.454083909,1.429188755,0.780064868,0.776305358,1.354215119,0.914696789,0.409297161,0.377125234,0.279285428,0.07741891,0.139711895,0.262606362,0.119488426,2.673445174,0.6335,8.29,7.97,542,4.244959344,2875.256674,9.588936,17.8,15.73568933,3.482666667,NA,1.065707823,0.402318257,0.119488426,0.07741891
49,15,5,2017,4.719125761,3.501829566,0.851022656,0.687983072,1.388827648,0.921082326,0.860862152,0.7911087,0.606783429,0.211635315,0.240786153,0.445842011,0.177302884,3.313774275,0.625,10.87,8.35,589,2.640688723,1110.857092,6.079698,10.1,9.432472865,4.723333333,NA,2.258754281,0.686628164,0.177302884,0.211635315
