"ASN.SITE.NO","DAY","MONTH","YEAR","DOC","A350","SR","BA","FI","HIXOHNO","C1","C2","C3","C4","C5","C6","C7","SUVA254","DISC","DO","pH","S.COND","SRP","TDN","TDP","TEMP","TP","TSS","A254","Cth","Cmh","Cmp","Cf"
42,NA,11,2011,6.964635794,2.073561184,0.873135409,0.813360919,1.579452591,0.898083261,0.563207298,0.689779965,0.366322907,0.096207496,0.265766554,0.474618025,0.211515711,1.466136892,NA,9.22,8.02,1053,NA,2192.82387,8.0413876,5.4,30.78455717,5.22,NA,1.61931017,0.740384579,0.211515711,0.096207496
43,NA,11,2011,9.357994133,6.870870853,0.857945901,0.546044791,1.375215422,0.940736166,1.226242152,1.321498019,0.642988664,0.291095661,0.372646395,0.128226345,0.21079888,3.00848956,0.0059,9.93,8.06,265.7,NA,222.856976,12.160147,4.7,19.50811846,1.338823529,NA,3.190728835,0.50087274,0.21079888,0.291095661
44,NA,11,2011,5.015974402,3.108751232,0.862902406,0.625832861,1.409086999,0.931995211,0.620738905,0.668452802,0.351899578,0.124545045,0.192433023,0.155488539,0.1227049,2.735902126,0.2661,11.6,8.21,202.6,NA,81.284431,5.8621497,5.2,25.20086605,15.67529412,NA,1.641091285,0.347921562,0.1227049,0.124545045
45,16,11,2011,5.952958119,2.759931646,0.876136277,0.629449694,1.404547908,0.928423926,0.666017045,0.759085094,0.374745655,0.160909913,0.250184234,0.196921617,0.157348942,2.071576568,0.9969,12.7,8.16,541,NA,560.974382,11.0487357,7.5,14.99318072,2.17125,NA,1.799847794,0.447105851,0.157348942,0.160909913
46,NA,11,2011,5.269366568,2.242579545,0.887564221,0.690613963,1.473636284,0.888415316,0.484973779,0.587198994,0.320103958,0.102595389,0.171460795,0.151968874,0.196696069,1.919430907,0.3469,10.71,8.32,490,NA,2082.126189,8.9348751,6.7,24.24116914,2.9225,NA,1.392276731,0.323429669,0.196696069,0.102595389
47,15,11,2011,8.964984145,3.022439637,0.863437873,0.710990094,1.43200491,0.904088026,0.713983868,0.790309036,0.386172148,0.16037802,0.293343434,0.31231186,0.242776851,1.480661162,NA,12.82,8.36,655,NA,5701.262616,10.1770406,8.5,122.195688,6.4075,NA,1.890465052,0.605655294,0.242776851,0.16037802
48,15,11,2011,5.42048789,2.527174741,0.742387218,0.738836773,1.447001181,0.90045582,0.544069223,0.660521101,0.129127967,0.12743728,0.266564446,0.173161276,0.175987977,1.86318871,NA,10,8.09,670,NA,6775.105426,52.4978391,8.5,75.75944426,8.713846154,NA,1.333718291,0.439725722,0.175987977,0.12743728
49,NA,11,2011,4.609885092,2.495654145,0.878254931,0.661080306,1.43085245,0.9304781,0.587186031,0.64478417,0.290296587,0.160354684,0.220679311,0.207638601,0.115928867,2.439908114,0.5127,11.51,8.44,651,NA,1220.642196,11.63713,6.9,15.14585977,0.93625,NA,1.522266788,0.428317912,0.115928867,0.160354684
50,10,11,2011,6.861104294,2.169685022,1.105338334,0.718631732,1.226375152,0.877691135,0.372739703,0.487598998,0.32068962,0.109352068,0.125367472,0.237942644,0.186280536,1.800696578,0.7759,10.59,7.88,253,NA,310.963293,12.0729775,7,18.7229119,1.375757576,NA,1.181028321,0.363310116,0.186280536,0.109352068
51,NA,11,2011,5.908362358,3.55024234,0.851809794,0.660237956,1.437143404,0.811279406,0.874512456,0.993653042,0.472354095,0.194057118,0.320804157,0,0.547740275,2.647157603,0.1781,11.3,8.26,525,NA,809.47938,11.2666595,5.9,35.19043845,6.4025,NA,2.340519593,0.320804157,0.547740275,0.194057118
53,16,11,2011,5.517558521,2.972585072,0.804710441,0.725152486,1.486738157,0.928409977,0.901815779,0.958618596,0.382255176,0.222195309,0.369631562,0.299282784,0.197236108,2.390088591,NA,10.1,8.22,720,NA,4714.020033,24.5600102,8.4,50.04392928,6.64125,NA,2.242689551,0.668914346,0.197236108,0.222195309
54,NA,11,2011,10.04694348,7.389994136,0.822680175,0.560285038,1.391937036,0.957875331,1.646403985,1.489085486,0.84115981,0.479773872,0.521543387,0.330515457,0.175015345,3.030449341,4.601,9.82,8.11,590,NA,2930.80841,11.0923205,7.2,20.81679607,1.42875,NA,3.976649281,0.852058844,0.175015345,0.479773872
55,16,11,2011,9.630926491,6.112295153,0.792483813,0.626188315,1.411785757,0.953057851,1.915300406,1.900068934,1.000662578,0.521158665,0.690878161,0.521925995,0.240039678,2.843615698,0.0291,8.67,7.98,875,NA,3500.863815,13.2715583,8.7,40.09797947,4.86375,NA,4.816031918,1.212804156,0.240039678,0.521158665
1,31,5,2012,10.48011702,5.197472229,1.044257481,0.61301637,1.333788198,0.915793036,0.855092565,1.058457188,0.730431347,0.260250473,0.257518497,0.359555603,0.25855507,2.007079828,NA,8.16,NA,392.3,NA,625.710325,26.011929,21.5,57.75343347,3.284,NA,2.6439811,0.6170741,0.25855507,0.260250473
2,29,5,2012,13.61005633,8.262483834,0.941102936,0.592733042,1.365235369,0.93062185,1.615134763,1.939684009,1.467499105,0.409584446,0.478849206,0.637313757,0.411480531,2.618833428,0.0035,6.35,NA,465.6,NA,800.515125,31.584265,25.6,100.0278851,17.684,NA,5.022317877,1.116162963,0.411480531,0.409584446
3,29,5,2012,16.39712036,11.32916645,0.968252198,0.578575938,1.33710416,0.937490555,2.24034634,2.498268629,1.954194985,0.55089791,0.61824879,0.828933831,0.453066459,3.087851376,NA,4.14,NA,478.6,NA,610.527749,16.008578,25.6,46.24241937,6.58,NA,6.692809954,1.447182621,0.453066459,0.55089791
4,29,5,2012,7.490120467,4.008355894,0.943728414,0.554561971,1.338959996,0.932755156,0.827890269,0.891361947,0.606556776,0.231049412,0.223823682,0.184828839,0.187176027,1.133648283,NA,10.76,NA,406.5,NA,725.340854,8.735448,24.3,24.54425197,4.9,NA,2.325808992,0.408652521,0.187176027,0.231049412
5,29,5,2012,17.24205193,13.62994017,0.922004368,0.552401218,1.332166469,0.954218635,3.065849684,3.593866999,2.878012881,0.711508214,0.791457839,0.86883804,0.441632431,3.521667962,NA,4.15,NA,531,NA,592.062453,20.864791,23.5,28.99776372,9.464,NA,9.537729564,1.660295879,0.441632431,0.711508214
6,29,5,2012,11.01320275,6.508073754,0.971909221,0.648729528,1.385773119,0.91964247,1.378846964,1.733010516,1.146919584,0.370593545,0.423237535,0.585293599,0.391773018,2.726154103,0.3954,6.22,NA,510,NA,946.596131,14.97915,25.2,20.65590669,10.048,NA,4.258777064,1.008531134,0.391773018,0.370593545
7,31,5,2012,19.9499909,15.23277993,0.896259908,0.569496483,1.373693858,0.937081532,3.585070885,3.82760953,2.930011119,0.792771218,1.060693938,0.939432444,0.714914301,3.292978353,9e-04,4.55,NA,610,NA,765.636233,21.978943,18.8,33.83558866,5.804,NA,10.342691534,2.000126382,0.714914301,0.792771218
8,31,5,2012,43.59783515,8.499396597,0.927783151,0.562693988,1.344410642,0.89510059,1.831671458,2.449858851,1.637285863,0.457216027,0.522033038,0.102689014,0.881512445,0.838057341,0.0096,10.83,NA,608,NA,919.924038,21.715188,18.1,26.34761188,4.592,NA,5.918816172,0.624722052,0.881512445,0.457216027
9,31,5,2012,11.99094031,6.69998705,1.001277773,0.631796909,1.363847964,0.915165533,1.250914277,1.569323457,1.01439502,0.271549808,0.370801699,0.394568995,0.44966483,2.353801505,NA,13.22,NA,428.7,NA,407.409495,24.506266,21.3,41.49810083,1.792,NA,3.834632754,0.765370694,0.44966483,0.271549808
10,29,5,2012,24.13182813,6.054269048,0.963607558,0.630394861,1.383875777,0.937687679,1.295002272,1.611183247,1.193476526,0.300734879,0.393997057,0.743029194,0.272652789,0.557262402,0.0424,13.21,NA,443.7,NA,1057.798246,15.695274,24.6,27.79961081,14.16,NA,4.099662045,1.137026251,0.272652789,0.300734879
11,29,5,2012,6.788544896,2.447131937,1.16746826,0.697155596,1.401953219,0.861085268,0.423923863,0.51840114,0.37765898,0.120667583,0.153312727,0.274538323,0.242226716,1.904276257,NA,7.98,NA,240.1,NA,530.511467,15.046287,22.8,18.37263417,0.7,NA,1.319983983,0.42785105,0.242226716,0.120667583
12,4,6,2012,34.9859252,5.698672009,0.729024506,0.73134686,1.386222045,0.838139863,1.313749257,1.826032014,0.439303082,0.344242409,0.519854216,0,0.947575331,0.598187257,0.2056,11.47,NA,437.9,NA,757.839775,11.937958,12,9.827317217,5.248,NA,3.579084353,0.519854216,0.947575331,0.344242409
13,4,6,2012,12.75891887,9.899979886,0.857301624,0.553601248,1.299811424,0.921428731,2.043006594,2.099523162,1.235876071,0.527306758,0.569854691,0.176520678,0.450342893,3.156336646,0.4489,10.53,NA,361.1,NA,831.700958,15.125572,14.6,46.40489085,19.16,NA,5.378405827,0.746375369,0.450342893,0.527306758
14,31,5,2012,10.42271256,4.703748583,1.107678595,0.750350138,1.301019406,0.892630111,1.002935731,1.201095574,0.815390126,0.258116819,0.360092391,0.71672944,0.417640512,2.225918552,NA,14.04,NA,778,NA,1135.762828,29.333225,22,32.99914229,11.948,NA,3.019421431,1.076821831,0.417640512,0.258116819
15,31,5,2012,16.95627082,11.38831363,0.910288627,0.611856718,1.334637754,0.938926235,2.670350713,3.296080473,2.822909218,0.706630068,0.798426721,1.372531195,0.538863183,3.141943484,0.0011,16.05,NA,859,NA,991.323181,35.478187,20.3,72.87728808,6.196,NA,8.789340404,2.170957916,0.538863183,0.706630068
16,31,5,2012,3.536349602,4.381012516,0.939962457,0.660444044,1.43497261,0.856560349,1.047993015,1.349831026,0.877696993,0.246368761,0.367884373,0.131287102,0.651334703,5.655942843,0.1711,11.06,NA,527,NA,NA,13.121929,20,37.45265404,11.524,NA,3.275521034,0.499171475,0.651334703,0.246368761
17,31,5,2012,146.4265968,21.94389541,0.870684501,0.536294501,1.287923353,0.932442287,3.915317502,3.798771739,3.971953621,1.072803261,0.964239096,1.206754784,0.822804531,0.592663018,NA,12.4,NA,511,NA,0,97.400496,19.9,48.46209678,5.004,NA,11.686042862,2.17099388,0.822804531,1.072803261
18,31,5,2012,6.035460459,3.206573333,1.068786383,0.668310973,1.331721325,0.89044366,0.595443033,0.667420655,0.503885438,0.172210208,0.19931184,0.32488853,0.27390176,2.335309818,0.4397,10.42,NA,493,NA,667.975335,15.717653,21.5,30.26391257,2.316,NA,1.766749126,0.52420037,0.27390176,0.172210208
19,29,5,2012,12.76419388,5.801844503,1.021431439,0.653925624,1.395956875,0.908858357,1.196015146,1.511816093,1.091968639,0.291721207,0.355455494,0.619518318,0.420770908,2.321780289,NA,9.37,NA,385.8,NA,816.928721,15.561001,24.3,35.57630137,3.564,NA,3.799799878,0.974973812,0.420770908,0.291721207
22,29,5,2012,6.212017956,3.802219481,0.969291418,0.60100746,1.301615319,0.90201486,0.612583526,0.705253731,0.485426788,0.145287448,0.164866618,0.216914452,0.195394174,2.724817675,NA,9.03,NA,134.7,NA,345.03783,6.833245,22.5,5.102525567,0,NA,1.803264045,0.38178107,0.195394174,0.145287448
23,29,5,2012,7.491361644,3.974361829,0.920683881,0.591341401,1.389230785,0.924918617,1.025937074,1.189046979,0.696933643,0.284720003,0.31849707,0.326337787,0.227555783,2.507018653,0.0583,9.46,NA,419.7,NA,260.097469,10.324347,21.3,15.50158853,0.744,NA,2.911917696,0.644834857,0.227555783,0.284720003
24,29,5,2012,7.11187163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.336656,NA,16.03631942,NA,NA,NA,NA,NA,NA
27,7,6,2012,9.70065756,6.72092203,0.828140772,0.606237966,1.48606832,0.948259403,1.699217884,1.631799052,1.033626895,0.498021225,0.572345038,0.555801249,0.216937347,2.900214235,NA,11.12,NA,433.4,NA,809.542603,12.302257,15.1,67.51629154,40.788,NA,4.364643831,1.128146287,0.216937347,0.498021225
28,7,6,2012,6.320000397,2.683681055,0.87080353,0.715856766,1.441581881,0.838952082,0.714884202,0.857181751,0.230348197,0.20874791,0.292801011,0.092676319,0.390338344,1.862693225,0.5871,10.67,NA,447.6,NA,759.891474,8.340508,16.5,24.27857944,20.016,NA,1.80241415,0.38547733,0.390338344,0.20874791
29,29,5,2012,19.26144769,14.43329191,0.93540519,0.571089059,1.308606926,0.944725239,3.122195155,3.635116727,3.135773288,0.807519834,0.782315704,1.248532081,0.542461984,3.36495256,NA,13.47,NA,519,NA,695.057769,17.217037,26.9,31.1906096,6.156,NA,9.89308517,2.030847785,0.542461984,0.807519834
31,31,5,2012,28.20847556,9.582644344,0.996655803,0.627352199,1.406488961,0.919687307,1.698401223,2.137992,1.382744066,0.407297557,0.482402735,0.726402568,0.495222648,1.491559417,NA,12.18,NA,399.1,NA,1042.205329,21.401884,19.7,25.54197289,4.02,NA,5.219137289,1.208805303,0.495222648,0.407297557
32,7,6,2012,9.466075016,3.425434422,0.92007739,0.709763975,1.401084601,0.91718791,0.878637304,0.975523171,0.621444639,0.234543331,0.322787172,0.504726588,0.233237031,1.72589275,0.8291,10.47,NA,603,NA,1227.678967,10.845062,19.7,10.23483192,11.868,NA,2.475605114,0.82751376,0.233237031,0.234543331
34,7,6,2012,5.93895891,2.30190764,0.896645539,0.774032662,1.475653682,0.882342646,0.617457479,0.79799377,0.322975964,0.158663513,0.271724316,0.396485951,0.250500211,1.858701211,0.1567,9.45,NA,702,NA,1841.957806,7.415095,19.5,39.26036699,33.808,NA,1.738427213,0.668210267,0.250500211,0.158663513
35,7,6,2012,11.32535888,6.906648823,0.865589729,0.641818209,1.36441012,0.943332899,1.882227266,1.980246143,1.45514931,0.491721572,0.589235482,0.827837408,0.309747082,2.823231178,0.5111,9.62,NA,749,NA,1273.637036,24.460729,18.5,75.18933471,46.552,NA,5.317622719,1.41707289,0.309747082,0.491721572
36,28,5,2012,20.36237212,10.16300753,0.885760968,0.623886704,1.338048181,0.914350054,2.55828654,3.318021577,1.629982604,0.596227108,0.817982289,0.760075393,0.775822407,2.19073204,0.0189,9.77,NA,637,NA,618.324207,17.955539,21.4,37.54308067,2.184,NA,7.506290721,1.578057682,0.775822407,0.596227108
37,8,6,2012,6.737656619,3.431086533,0.925373011,0.639222291,1.450511017,0.923503395,0.964365297,1.181870368,0.670714136,0.247604605,0.353667317,0.445742014,0.252592542,2.428027565,0.0184,12.86,NA,612,NA,1324.519185,13.759452,21.1,39.35144169,10.624,NA,2.816949801,0.799409331,0.252592542,0.247604605
38,31,5,2012,155.3534555,12.82733542,0.916188533,0.540371454,1.292403832,0.937299731,2.775219408,3.096824335,2.469763751,0.743723283,0.669690538,0.336008157,0.667182933,0.34706214,0.0184,5.66,NA,439.2,NA,0,60.005419,14.4,84.2193466,6.192,NA,8.341807494,1.005698695,0.667182933,0.743723283
39,7,6,2012,8.971776084,4.769333703,0.91683424,0.652918698,1.388859698,0.938649838,1.275016405,1.429489824,1.023076748,0.344248915,0.430948461,0.60251014,0.25367857,2.451193606,0.0539,14.05,NA,618,NA,1008.557457,18.563642,25,44.7020801,57.36,NA,3.727582977,1.033458601,0.25367857,0.344248915
40,7,6,2012,5.632388073,2.823117349,0.908091058,0.684303075,1.313557845,0.864035924,0.740794478,0.909689472,0.457855312,0.230121534,0.273900194,0.230642096,0.311913819,2.408063781,0.8204,12.79,NA,518,NA,1254.351061,7.042693,20.1,11.39150991,4.324,NA,2.108339262,0.50454229,0.311913819,0.230121534
41,7,6,2012,6.426431366,2.107283396,0.909349635,0.820333541,1.394135745,0.876068311,0.599179318,0.677108184,0.428580407,0.165984611,0.281877916,0.784211712,0.258463474,1.655437023,0.0203,12.67,NA,979,NA,2441.054068,12.248929,16.8,21.18203976,72.776,NA,1.704867909,1.066089628,0.258463474,0.165984611
42,7,6,2012,21.97062784,2.77042244,0.934590077,0.930144753,1.545559012,0.815019284,0.754969559,1.127588139,0.289352054,0.189661194,0.397123496,0.562991778,0.669864327,0.581220956,NA,10.43,NA,939,NA,2603.138331,14.3059,19.8,33.77311654,9.308,NA,2.171909752,0.960115274,0.669864327,0.189661194
43,31,5,2012,4.031579417,3.45904231,1.076445647,0.620460508,1.322808023,0.706539399,0.675696836,0.917933832,0.353222378,0.237518031,0.227401561,0,0.834556686,3.587412886,0.5304,9.92,NA,393,NA,NA,8.386045,17,28.76452888,5.476,NA,1.946853046,0.227401561,0.834556686,0.237518031
44,4,6,2012,9.89304007,4.762442955,0.968202168,0.624597612,1.310441249,0.413145894,NA,NA,NA,NA,NA,NA,NA,2.085440405,NA,11.02,NA,401.3,NA,652.382419,8.590963,13.6,7.204944818,4.572,NA,NA,NA,NA,NA
45,8,6,2012,5.735405804,3.344102239,0.925050599,0.653818264,1.394450889,0.904161962,0.7292909,0.837253138,0.506168288,0.213224792,0.260126006,0.322642898,0.214453266,2.652399061,0.8781,12.58,NA,503,NA,839.907756,10.145316,20.6,31.24579371,2.952,NA,2.072712326,0.582768904,0.214453266,0.213224792
46,7,6,2012,15.69026979,3.837862848,0.886795094,0.872418027,1.721534648,0.75783877,1.464522514,2.907137884,0.019151837,0.229857201,0.913418677,0,1.895815013,1.103885616,0.1883,8.33,NA,407.6,NA,1797.230756,21.18204,18.7,56.86055207,12.896,NA,4.390812235,0.913418677,1.895815013,0.229857201
47,8,6,2012,9.168192421,2.653074904,0.809977066,0.811504133,1.476585958,0.829234623,0.788793036,1.064197922,0.320371854,0.192280772,0.367472429,0.243579685,0.606164345,1.272200903,NA,9.15,NA,630,NA,5355.698418,51.57822,18.4,67.22029878,4.372,NA,2.173362812,0.611052114,0.606164345,0.192280772
48,8,6,2012,4.283538445,1.596838674,0.703288558,0.761576071,1.44076136,0.896234061,0.42517849,0.517579469,0.197113922,0.112320674,0.197147661,0.236047447,0.153620769,1.760072288,NA,11.86,NA,623,NA,5331.078024,9.742497,18.9,27.48896249,5.38,NA,1.139871881,0.433195108,0.153620769,0.112320674
49,7,6,2012,5.875658859,2.532979085,0.935573409,0.836273506,1.427144981,0.780645033,0.926035329,1.507153015,0.096289565,0.230511924,0.392246756,0.020075093,0.825043821,1.977124048,0.4299,10.94,NA,597,NA,752.095016,9.683859,17.7,14.89788572,8.248,NA,2.529477909,0.412321849,0.825043821,0.230511924
50,28,5,2012,5.866660322,2.242324222,1.130721085,0.671905174,1.52598424,0.89326824,0.368528438,0.436940017,0.388170987,0.071850284,0.098805191,0.225490079,0.16554717,2.102800073,2.0544,10.42,NA,248.1,NA,278.152425,7.638884,23.8,14.24064805,0,NA,1.193639442,0.32429527,0.16554717,0.071850284
51,7,6,2012,8.689097913,5.495493327,0.891246177,0.591534017,1.44303011,0.927524837,1.104193902,1.298566507,0.776715383,0.259548541,0.302410004,0.298702668,0.263077866,2.687803824,0.0559,9.24,NA,412.2,NA,754.967395,18.71642,16.9,48.34506796,10.256,NA,3.179475792,0.601112672,0.263077866,0.259548541
53,8,6,2012,5.599807164,2.5177014,0.770236989,0.732987549,1.533188597,0.934154263,0.731929557,0.854092977,0.519270232,0.123433538,0.263453007,0.4223101,0.174132441,2.152331617,NA,8.96,NA,668,NA,5198.538234,30.312278,17.2,60.29862185,46.972,NA,2.105292766,0.685763107,0.174132441,0.123433538
54,7,6,2012,6.478871114,4.498373574,0.912474184,0.649839467,1.346874481,0.944188003,0.968740139,0.948266535,0.771438393,0.253351355,0.288270256,0.389356863,0.163552806,2.93799101,1.6591,10.8,NA,588,NA,1731.166031,12.875538,18.8,29.05545407,6.204,NA,2.688445067,0.677627119,0.163552806,0.253351355
55,8,6,2012,10.04167107,6.493184459,0.816300382,0.631660943,1.417005882,0.952406355,1.814542756,1.819651967,1.343100458,0.494952861,0.606510788,0.698319269,0.238396164,2.898501364,NA,8.02,NA,760,NA,2430.38523,29.674755,16.7,45.77220778,13.956,NA,4.977295181,1.304830057,0.238396164,0.494952861
1,15,8,2013,6.750431728,5.249656462,0.92367915,0.590761304,1.241225663,0.932439644,1.208249254,1.352259814,0.730114797,0.310293847,0.359325182,0.346161807,0.258548726,3.393407998,NA,4.37,7.64,423.8,NA,342.504692,13.705781,18.2,12.47095412,0.638,NA,3.290623865,0.705486989,0.258548726,0.310293847
2,26,8,2013,12.78310857,9.261763075,0.894947315,0.641715632,1.38579868,0.91306989,2.236914541,2.586458982,1.18970952,0.557720312,0.770500243,0.697715531,0.627756702,3.197114175,NA,1.37,7.4,544,NA,915.018537,30.463302,18.1,43.8228834,3.192,NA,6.013083043,1.468215774,0.627756702,0.557720312
3,26,8,2013,16.3152921,16.69854706,0.857804607,0.529350673,1.360584854,0.953584946,3.345612475,3.422259139,1.949751242,0.745946581,0.913899303,0.514035888,0.463290852,4.160010586,NA,2.96,7.32,399.7,NA,803.787276,14.95438,NA,24.44455525,3.204,NA,8.717622856,1.427935191,0.463290852,0.745946581
4,26,8,2013,14.44180286,14.24354216,0.825817193,0.531600077,1.347434173,0.951963019,3.275096451,3.134959792,1.475946231,0.879935106,0.864487802,0.201252135,0.375272463,4.033871062,NA,5.39,7.65,337.5,NA,670.356498,11.843834,18.9,8.21717477,0.05,NA,7.886002474,1.065739937,0.375272463,0.879935106
5,26,8,2013,16.94826271,16.71048189,0.860201716,0.553311777,1.319481888,0.956580304,4.533786206,4.433807833,2.898447177,1.185416279,1.254384402,0.847981477,0.515448269,4.217324622,NA,4.09,7.5,502,NA,899.362036,23.278378,18.6,99.50463001,18.14,NA,11.866041216,2.102365879,0.515448269,1.185416279
6,22,8,2013,11.30574479,8.050894433,0.968044392,0.663619785,1.36242398,0.915883262,1.576373246,1.925302854,1.146007719,0.329819376,0.454391232,0.64162652,0.434682545,3.276618959,0.3443,5.59,8.08,692.6,NA,941.657957,16.641085,23.4,34.57260132,9.448,NA,4.647683819,1.096017752,0.434682545,0.329819376
7,15,8,2013,15.12224627,14.08586851,0.898522084,0.58389497,1.385979615,0.949401846,3.675792565,3.79563129,2.346255094,0.88717784,1.080704512,0.82726801,0.526185829,4.028308567,NA,8.9,7.94,626,NA,800.282089,18.853516,19.1,14.38402949,1.158,NA,9.817678949,1.907972522,0.526185829,0.88717784
8,22,8,2013,9.035611272,7.626008832,0.862254577,0.577120324,1.358949846,0.947670336,1.961273808,2.072863431,1.171431695,0.500319258,0.581344047,0.396893323,0.296633391,3.585943066,0.0186,5.03,7.78,612,NA,1588.014404,25.863198,19.4,31.80426873,3.44,NA,5.205568934,0.97823737,0.296633391,0.500319258
9,15,8,2013,8.552063234,5.495638329,0.943038173,0.695660754,1.372697251,0.911518696,1.226474827,1.449357997,0.733862462,0.326805071,0.40344005,0.516137274,0.35821911,2.942480368,NA,7.28,7.83,457.5,NA,590.20456,15.567727,19,16.18457101,2.338,NA,3.409695286,0.919577324,0.35821911,0.326805071
